http://news.zing.vn/da-nang-phat-nguoi-nguoi-vi-pham-luat-giao-thong-qua-camera-post694198.html	Đà Nẵng phạt nguội người vi phạm luật giao thông qua camera.	Sau một tháng tuyên truyền, CSGT Đà Nẵng bắt đầu triển khai việc xử phạt người điều khiển phương tiện vi phạm trật tự an toàn giao thông qua hệ thống camera giám sát.	Sáng  1/11, Phòng CSGT (Công an TP Đà Nẵng) bắt đầu triển khai việc xử phạt người điều khiển phương tiện vi phạm trật tự an toàn giao thông qua hệ thống camera giám sát. Theo đại tá Lê Ngọc, Trưởng Phòng CSGT TP Đà Nẵng thông qua hình thức xử phạt này, đơn vị hy vọng sẽ tăng tính răn đe đối với những người cố tình làm trái các quy định của pháp luật khi tham gia giao thông đường bộ. Trước mắt, CSGT Đà Nẵng sẽ xử phạt các lỗi vi phạm như không chấp hành hiệu lệnh của đèn tín hiệu giao thông, đi sai làn đường, phần đường… được phát hiện qua hệ thống camera giám sát dọc tuyến đường Cách Mạng Tháng 8 và các nút giao với đường Nguyễn Hữu Thọ, Lê Thanh Nghị... "Thời gian tới, khi việc lắp đặt hệ thống camera giám sát tại các tuyến đường khác hoàn thành, chúng tôi sẽ đề xuất UBND TP Đà Nẵng cho phép thực hiện phạt nguội như hiện nay", đại tá Ngọc nói. Vị lãnh đạo này cho biết thêm bên cạnh huy động lực lượng theo dõi, trích xuất hình ảnh camera để xử phạt, các tổ công tác CSGT cũng được tăng cường để xử lý các hành vi vi phạm theo chuyên đề như xe chở quá tải trọng, xe tự chế, chở hàng cồng kềnh, xe công vi phạm…	Cảnh sát Đà Nẵng đưa xe của người vi phạm về trụ sở để xử lý. Ảnh:
http://news.zing.vn/ket-xe-hang-gio-khong-nhuc-nhich-o-sai-gon-post689949.html	Kẹt xe hàng giờ không nhúc nhích ở Sài Gòn .	Hàng nghìn xe cộ ùn ứ tại ngã tư Nguyễn Hữu Thọ - Nguyễn Văn Linh, quận 7 hơn 2 giờ đồng hồ sau cơn mưa chiều 15/10.		Cơn mưa cuối giờ chiều ngày cuối tuần làm tuyến đường Nguyễn Văn Linh - Nguyễn Hữu Thọ ùn tắc. Xe tải, xe đầu kéo, xe máy chen nhau xếp hàng dài hàng km. Vào giờ cao điểm khu vực này thường xảy ra tình trạng ùn ứ nhưng người đi đường không thể hình dung chiều thứ bảy lại kẹt xe quá nặng. Xe cộ xếp hàng dài trên đường Nguyễn Hữu Thọ (đoạn từ ngã tư Nguyễn Thị Thập đến ngã tư Nguyễn Văn Linh) Xe máy, ôtô chen nhau nhích từng chút một trên đường. Xe máy còn tìm cách len lỏi tìm đường thoát. Ôtô gần như không thể nhúc nhích hàng giờ. Các bác tài phải xuống xe trò chuyện chờ dòng xe thông thoáng. Người dân vất vả tìm đường về nhà sau giờ tan tầm. Nhiều người từ các quận kéo qua quận 7 vui chơi cuối tuần cũng gặp cảnh ách tắc không thể di chuyển. Chuyến đi chơi mất vui vì chờ đợi mệt mỏi. Xe máy chen chân vào giữa dòng ôtô xếp hàng dài trên đường Nguyễn Hữu Thọ. Đường Nguyễn Hữu Thọ chỉ thông thoáng đoạn hướng về quận 1. Theo dự báo của Đài Khí tượng Thủy văn Nam bộ, đêm nay và chiều mai TP.HCM tiếp tục có mưa kết hợp triều cường.
http://news.zing.vn/thu-truong-bo-gtvt-xin-loi-hanh-khach-vi-giao-thong-chia-cat-post689971.html	Thứ trưởng Bộ GTVT xin lỗi hành khách vì giao thông chia cắt.	Chiều 15/10, Thứ trưởng Bộ GTVT Nguyễn Ngọc Đông đã tới UBND xã Cảnh Hóa, huyện Quảng Trạch (Quảng Bình) để xin lỗi hành khách đi tàu vì sự cố sạt lở đường ray tại ga Lệ Sơn.		
http://news.zing.vn/oto-dau-dau-xe-may-cho-3-tren-dai-lo-thang-long-post688928.html	Ôtô đấu đầu xe máy chở 3 trên đại lộ Thăng Long.	Vừa ra khỏi hầm chui, chiếc Innova va chạm với xe máy chở 3 được cho là chạy ngược chiều trên đại lộ Thăng Long. Pha đấu đầu khiến xe máy hư hỏng nặng.	Vụ tai nạn giao thông xảy ra rạng sáng 12/10, trên đại lộ Thăng Long, đoạn qua quận Nam Từ Liêm, TP Hà Nội. Theo thông tin ban đầu, lúc tai nạn xảy ra, một người đàn ông điều khiển ôtô Innova hướng từ Trần Duy Hưng đi đại lộ Thăng Long. Vừa vượt khỏi hầm chui trước cửa Trung tâm hội nghị quốc gia, xe 7 chỗ gặp xe máy chở 3 mang biển số Thanh Hóa chạy ngược chiều. Không kịp né tránh, hai phương tiện đấu đầu nhau. Pha va chạm mạnh khiến xe máy nát vụn, bánh trước văng khỏi xe. Còn chiếc Inova cũng bị móp phần đầu, rạn kính chắn gió trước, lao vào dải phân cách.	Xe máy nát vụn sau pha đấu đầu với ôtô trên đại lộ Thăng Long. Ảnh: Chiếc Innova cũng bị hư hỏng phần đầu. Ảnh:
http://news.zing.vn/hai-vo-chong-bi-vui-lap-khi-xe-container-dam-vao-nha-post689498.html	Hai vợ chồng bị vùi lấp khi xe container đâm vào nhà.	Xe container đang lưu thông bỗng đâm sập ngôi nhà ven đường khiến hai vợ chồng bị vùi lấp.	Khoảng 4h sáng ngày 14/10, xe container đang lưu thông trên đường Phạm Văn Đồng (Hải Phòng), hướng từ Cầu Rào lên đường cao tốc Hà Nội – Hải Phòng đã đâm vào ngôi nhà số 466. Sau cú đâm va mạnh, phần mái của ngôi nhà bị sập, khiến cặp vợ chồng đang ngủ trong nhà bị thương. Ba ngôi nhà lân cận cũng bị hư hỏng phần mái. Lái xe container bị xây xước nhẹ. Nghe tiếng động mạnh, người dân đã thức giấc, cùng nhau đưa hai vợ chồng đi cấp cứu tại các cơ sở y tế. Sáng cùng ngày, chiếc container gây tai nạn cũng đã được lực lượng cứu hộ kéo ra khỏi nhà dân. Theo nhận định của người dân ở hiện trường, nhiều khả năng do tài xế ngủ gật nên không làm chủ được tay lái, gây tai nạn. Công an Hải Phòng đã có mặt tại khu vực xảy ra tai nạn, điều tiết giao thông, điều tra làm rõ nguyên nhân. 	Phần đầu xe container húc thẳng vào nhà dân, khiến ngôi nhà bị sập.
http://news.zing.vn/quy-dinh-ro-hon-tham-quyen-cua-csgt-post688916.html	Quy định rõ hơn thẩm quyền của CSGT.	Khi người vi phạm không chấp hành, CSGT sẽ tạm giữ giấy tờ, mời về trụ sở để giải quyết hoặc hướng dẫn khiếu nại.	Thiếu tướng Trần Thế Quân, Phó cục trưởng Cục Pháp chế và Cải cách hành chính tư pháp - Bộ Công an, ngày 11/10 cho biết bộ này vừa ban hành dự thảo Thông tư Quy định về chỉ huy, điều khiển giao thông đường bộ của cảnh sát giao thông (CSGT) để lấy ý kiến dư luận. Đối tượng áp dụng là sĩ quan, hạ sĩ quan CSGT làm nhiệm vụ chỉ huy, điều khiển giao thông đường bộ (viết gọn là cảnh sát chỉ huy, điều khiển giao thông); công an các đơn vị, địa phương. Dự thảo nêu ngoài trang phục, trang thiết bị, phương tiện quy định cho CSGT, cảnh sát chỉ huy, điều khiển giao thông còn được trang bị môtô, bộ đàm cá nhân, súng, dùi cui điện, còng số 8... và các phương tiện, thiết bị kỹ thuật nghiệp vụ khác theo quy định của Bộ Công an. Đối với súng, dùi cui điện, còng số 8 thì các lực lượng này vẫn đang được trang bị. Việc sử dụng phương tiện, thiết bị kỹ thuật nghiệp vụ, vũ khí, công cụ hỗ trợ phải thực hiện theo quy định của pháp luật và Bộ Công an. Dự thảo hướng dẫn trường hợp người vi phạm không chấp hành quyết định xử phạt thì cảnh sát chỉ huy, điều khiển giao thông giải thích ngắn gọn, rõ ràng cho họ thấy rõ hành vi vi phạm. Nếu người vi phạm không chấp hành thì tạm giữ giấy tờ, mời về trụ sở đơn vị để giải quyết hoặc hướng dẫn khiếu nại. Trường hợp ôtô dừng, đỗ gây ùn tắc giao thông thì yêu cầu tài xế xuất trình các giấy tờ liên quan, đưa xe ra khỏi khu vực ùn tắc, lập biên bản và giải quyết theo quy định. Đồng thời, tổ chức lực lượng hướng dẫn, điều khiển giao thông, giải tỏa ùn tắc giao thông. Nếu tài xế đóng cửa bỏ đi hoặc không có mặt thì ghi lại hình ảnh và báo cáo chỉ huy đơn vị điều động xe cẩu đến kéo xe đó ra khỏi khu vực ùn tắc; mời người làm chứng, dán niêm phong tại các vị trí cần thiết của xe và lập biên bản theo quy định. Đối với trường hợp xảy ra vụ gây rối trật tự công cộng làm cản trở đến trật tự, an toàn giao thông thì lực lượng cảnh sát chỉ huy, điều khiển giao thông sẽ sử dụng các thiết bị kỹ thuật nghiệp vụ ghi nhận sự việc; đình chỉ ngay hành vi, thu hồi hung khí (nếu có), kiểm tra giấy tờ tùy thân của những người liên quan, tổ chức cấp cứu người bị nạn. Trường hợp người vi phạm cố tình không chấp hành yêu cầu của cảnh sát chỉ huy, điều khiển giao thông, dùng vũ lực hoặc đe dọa dùng vũ lực chống người thi hành công vụ thì thực hiện các biện pháp phòng ngừa, ngăn chặn và xử lý hành vi chống người thi hành công vụ...	CSGT Hà Nội xử phạt người vi phạm trật tự an toàn giao thông.
http://news.zing.vn/hang-khong-se-giam-gia-cho-nguoi-khuyet-tat-post689150.html	Hàng không sẽ giảm giá cho người khuyết tật.	Vietnam Airlines triển khai các chính sách ưu đãi giảm 15% giá vé từ mức giá trần hạng phổ thông cho các hành khách khuyết tật, người hạn chế khả năng di chuyển.	Từ ngày 15/10, Vietnam Airlines triển khai dịch vụ thuận tiện nhằm hỗ trợ hành khách là người hạn chế khả năng di chuyển, bao gồm người khuyết tật vận động, người khiếm thính, người khiếm thị, người già, người ốm yếu, người đi lại khó khăn… cần sự trợ giúp trong quá trình di chuyển tại nhà ga, lên xuống tàu bay và trên chuyến bay của hãng. Theo đó, hành khách hạn chế khả năng di chuyển chỉ cần thông báo về tình trạng đặc biệt ngay khi đặt chỗ, mua vé của Vietnam Airlines. Thời gian đăng ký dịch vụ được rút ngắn hơn, muộn nhất là 8 tiếng trước giờ khởi hành cho chuyến bay nội địa và 24 tiếng trước giờ khởi hành cho chuyến bay quốc tế. Hành khách sẽ được miễn phí dịch vụ hỗ trợ di chuyển, vận chuyển xe lăn cá nhân, vận chuyển chó dẫn đường trên mọi chuyến bay nội địa và quốc tế của Vietnam Airlines. Hành khách được ưu tiên xếp chỗ ngồi thuận tiện và phù hợp với nhu cầu trên nguyên tắc đảm bảo an toàn chuyến bay.  Bên cạnh đó, nhằm mang lại nhiều cơ hội đi lại hơn cho hành khách là người khuyết tật, Vietnam Airlines triển khai các chính sách ưu đãi giảm 15% giá vé từ mức giá trần hạng phổ thông và giảm giá 15% một số mức giá khuyến mãi hạng phổ thông cho chuyến bay nội địa. 	Vietnam Airlines có nhiều chính sách hỗ trợ người khuyết tật như giảm giá, miễn phí dịch vụ hỗ trợ di chuyển, vận chuyển xe lăn cá nhân. Ảnh minh họa: . 
http://news.zing.vn/thong-tuyen-duong-sat-bac-nam-post690445.html	Thông tuyến đường sắt Bắc Nam .	Sau ba ngày gián đoạn, tuyến đường sắt Bắc Nam qua Quảng Bình được khắc phục xong và thông tuyến vào chiều 17/10.	Khoảng 15h30 chiều nay 17/10, tuyến đường sắt Bắc Nam được chính thức thông suốt sau gần ba ngày bị gián đoạn. Đoạn đường sắt bị hư hại nặng nhất nằm trên địa bàn thị xã Ba Đồn và huyện Tuyên Hóa (Quảng Bình). Do mưa lớn, lũ lên nhanh vào tối 13/10 khiến nhiều đoạn đường sắt qua tỉnh Quảng Bình và Hà Tĩnh bị ngập sâu, xói mòn, hư hỏng nặng. Nhiều đoạn bị sạt lở, trôi nền đất chỉ còn trơ những thanh sắt. Nhận được tin báo, ngành đường sắt đã huy động hàng trăm công nhân cùng phương tiện, máy móc từ Đà Nẵng và Nghệ An đến khắc phục các điểm bị hư hại suốt ngày đêm. Hiện các đơn vị đường sắt vẫn tiếp tục  thi công để hoàn thiện việc khắc  phục tại các điểm hư hại nặng để trả tốc độ chạy tàu bình thường trong thời gian sớm nhất. Tốc độ tàu qua các điểm bị hư hỏng, vừa sửa chữa tạm thời là 5 km/h. Theo ông Đới Sỹ Hưng, Phó tổng giám đốc Tổng công ty Đường sắt Việt Nam, đến thời điểm này, đường sắt qua Hà Tĩnh - Quảng Bình thông tuyến nhưng mới chỉ đảm bảo cho tàu chạy qua với tốc độ thấp. Các đơn vị vẫn tiếp tục túc trực, thi công, gia cố lại những đoạn đường hư hỏng đảm bảo an toàn chạy tàu qua khu vực này. Trước đó, ông Đỗ Quang Văn, Giám đốc Chi nhánh Vận tải đường sắt Sài Gòn – Công ty CP Vận tải đường sắt Sài Gòn, cho biết trận lũ lịch sử 3 ngày qua đã khiến tuyến đường sắt Bắc Nam, đoạn qua tỉnh Quảng Bình bị xói lở, hư hại. Ngày 16/10, một số chuyến tàu như SE2, SE4, lưu thông từ ga Sài Gòn (TP.HCM) đã có thể chạy thẳng tới Hà Nội, không phải chuyển tải hành khách đoạn qua tâm lũ. Trong ngày mai, các đoàn tàu lưu thông theo chiều Bắc Nam là SE8, SE6, TN2, SE2, SE4 (từ TP.HCM tới Hà Nội) và SE22 (từ TP.HCM tới Nghệ An) cũng được tổ chức chạy đúng theo lịch trình. Với chiều ngược lại, gồm tàu TN1, SE1, SE3 sẽ chạy xuyên suốt từ Hà Nội tới TP.HCM và tàu SE19 được đi thẳng đến Đà Nẵng. Dự kiến, đến chiều tối 17/10, tuyến đường sắt Bắc – Nam đoạn qua tâm lũ miền Trung từ Hà Tĩnh đến Quảng Bình mới hoàn toàn thông suốt.	Công nhân khắc phục tuyến đường sắt do mưa lũ ở Quảng Bình. Ảnh:
http://news.zing.vn/hai-nguoi-la-danh-tai-xe-xe-tai-guc-tai-cho-roi-cuop-tai-san-post689385.html	Hai người lạ đánh tài xế xe tải gục tại chỗ rồi cướp tài sản.	Điều khiển xe tải gây va chạm với thanh niên 19 tuổi, tài xế bị hai người lạ dùng gậy sắt đánh gục tại hiện trường. Điện thoại, ví tiền của anh này sau đó bị cướp.	Vụ tai nạn xảy ra vào 15h ngày 13/10 trên đường Bùi Văn Hòa, đoạn thuộc phường Long Bình (TP Biên Hòa, Đồng Nai). Theo nhân chứng, thời gian trên, anh Nguyễn Hữu Thạc (33 tuổi, ngụ Bà Rịa - Vũng Tàu) điều khiển xe tải trên tuyến này. Đến ngã 3 khu công nghiệp Long Bình thì va chạm với xe máy do Phạm Thanh Cang (19 tuổi, ngụ Đồng Nai) lưu thông chiều ngược lại. Tai nạn khiến thanh niên 19 tuổi ngã xuống đường, bị thương nhẹ. Chiếc xe máy bị ôtô tải cuốn vào gầm, kéo lê 10 m. Lúc này, hai người lạ mặt trong ôtô 4 chỗ gần đó bước ra, cầm gậy sắt lao đến đánh tài xế xe tải. Tiếp đó, họ lấy điện thoại, ví tiền của anh Thạc rồi lên phương tiện rời khỏi hiện trường.	Lực lượng chức năng lập hồ sơ, điều tra làm rõ vụ việc. Ảnh: Tai nạn xảy ra trên đường Bùi Văn Hòa, đoạn thuộc phường Long Bình, TP Biên Hòa, Đồng Nai. Ảnh:
http://news.zing.vn/chinh-phu-tiep-tuc-nghien-cuu-duong-sat-cao-toc-bac-nam-post689743.html	Chính phủ tiếp tục nghiên cứu đường sắt cao tốc Bắc - Nam.	Phó thủ tướng Trịnh Đình Dũng yêu cầu Bộ Giao thông vận tải nghiên cứu phương án xây dựng đường sắt tốc độ cao trên trục Bắc - Nam để trình Chính phủ vào năm 2017.	Văn phòng Chính phủ vừa có thông báo ý kiến của Phó thủ tướng Trịnh Đình Dũng về tổng quan đường sắt Việt Nam và việc nghiên cứu phương án xây dựng đường sắt tốc độ cao trên trục Bắc - Nam. Theo thông báo việc nghiên cứu xây dựng mới tuyến đường sắt tốc độ cao trên trục Bắc - Nam phục vụ vận tải hành khách với chất lượng cao nhằm nâng cao năng lực cạnh tranh của nền kinh tế là nhiệm vụ hết sức quan trọng. Phó thủ tướng Trịnh Đình Dũng yêu cầu Bộ Giao thông vận tải (GTVT) khẩn trương nghiên cứu bổ sung quy định về cấp kỹ thuật đường sắt tốc độ cao vào Tiêu chuẩn ngành và Tiêu chuẩn quốc gia về cấp kỹ thuật đường sắt. Bên cạnh đó, Bộ GTVT sớm cập nhật các nghiên cứu; tổ chức nghiên cứu; tổ chức hội thảo, truyền thông và hoàn thiện Báo cáo nghiên cứu tiền khả thi Dự án; trình Hội đồng thẩm định Nhà nước, Thủ tướng, Chính phủ thông qua năm 2017 để xem xét, trình Bộ Chính trị, Ban Chấp hành Trung ương cho ý kiến và trình Quốc hội quyết định chủ trương đầu tư vào năm 2018. "Khi được Quốc hội thông qua, cần chuẩn bị kỹ về thiết kế kỹ thuật và nguồn vốn để năm 2022 - 2030 thực hiện xong các dự án ưu tiên đoạn Hà Nội - Vinh và TP.HCM- Nha Trang", Phó thủ tướng nhấn mạnh. Phó thủ tướng cũng yêu cầu Bộ GTVT  làm việc với Bộ Kế hoạch và Đầu tư để bố trí vốn ngân sách cho công tác chuẩn bị đầu tư Dự án. Đồng thời, Bộ GTVT chủ trì, phối hợp với các cơ quan liên quan đề xuất với JICA tiếp tục hỗ trợ hoàn thiện Báo cáo nghiên cứu tiền khả thi Dự án; lựa chọn tư vấn nước ngoài thẩm tra Dự án trước khi trình Thủ tướng và Hội đồng thẩm định Nhà nước. Phó thủ tướng yêu cầu các Bộ: Kế hoạch và Đầu tư, Tài chính, Công Thương, Khoa học và Công nghệ, Giáo dục và Đào tạo chủ động nghiên cứu xây dựng cơ chế, chính sách huy động vốn; các đề án về phát triển các lĩnh vực liên quan, bao gồm cả đào tạo nguồn nhân lực… phục vụ phát triển đường sắt tốc độ cao theo Chiến lược phát triển giao thông vận tải đường sắt Việt Nam đến năm 2020, tầm nhìn đến năm 2050. Năm 2010, Quốc hội từng bác dự án đường sắt cao tốc trị giá 56 tỷ USD do Chính phủ trình. Bên cạnh những ý kiến cho rằng cần thiết phải vay vốn đầu tư làm ngay, nhiều ý phản đối vì hiệu quả kinh tế của dự án quá thấp, số vốn quá lớn, chiếm phân nửa GDP của Việt Nam.	
